time,gaze,,touch,,l_palm,,,l_thumb,,,l_index,,,l_middle,,,l_ring,,,l_pinky,,,r_palm,,,r_thumb,,,r_index,,,r_middle,,,r_ring,,,r_pinky,,,
19.01187,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09620, -0.03602, 0.33592),(0.05715, -0.06978, 0.37368),(0.05266, -0.03846, 0.41261),(0.07129, -0.06219, 0.40422),(0.10036, -0.07887, 0.35881),(0.11390, -0.06839, 0.35490),
19.02818,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09758, -0.03593, 0.33640),(0.05662, -0.06854, 0.37417),(0.05379, -0.03783, 0.41287),(0.07251, -0.06136, 0.40445),(0.10121, -0.07866, 0.36052),(0.11487, -0.06821, 0.35617),
19.04521,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09914, -0.03575, 0.33669),(0.05745, -0.06800, 0.37452),(0.05540, -0.03762, 0.41319),(0.07416, -0.06091, 0.40476),(0.10270, -0.07847, 0.36124),(0.11640, -0.06795, 0.35666),
19.0616,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10031, -0.03570, 0.33801),(0.05727, -0.06825, 0.37525),(0.05659, -0.03905, 0.41444),(0.07565, -0.06213, 0.40513),(0.10382, -0.07878, 0.36292),(0.11753, -0.06802, 0.35797),
19.07815,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10031, -0.03570, 0.33801),(0.05727, -0.06825, 0.37525),(0.05659, -0.03905, 0.41444),(0.07565, -0.06213, 0.40513),(0.10382, -0.07878, 0.36292),(0.11753, -0.06802, 0.35797),
19.09635,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10112, -0.03347, 0.34053),(0.05730, -0.06753, 0.37594),(0.05537, -0.03816, 0.41507),(0.07512, -0.05948, 0.40784),(0.10461, -0.07638, 0.36583),(0.11806, -0.06547, 0.36131),
19.11233,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10187, -0.03424, 0.34072),(0.05823, -0.06702, 0.37834),(0.05953, -0.03758, 0.41804),(0.07945, -0.06082, 0.40845),(0.10629, -0.07695, 0.36645),(0.11979, -0.06619, 0.36071),
19.12867,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09977, -0.03380, 0.34164),(0.05552, -0.06857, 0.37707),(0.05491, -0.03831, 0.41713),(0.07619, -0.06137, 0.40833),(0.10453, -0.07628, 0.36754),(0.11773, -0.06519, 0.36240),
19.14536,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09815, -0.03390, 0.34374),(0.05444, -0.06951, 0.37938),(0.05451, -0.03718, 0.42051),(0.07669, -0.06237, 0.41029),(0.10373, -0.07624, 0.36921),(0.11677, -0.06516, 0.36378),
19.16173,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09678, -0.03390, 0.34549),(0.05325, -0.06992, 0.38114),(0.05353, -0.03675, 0.42271),(0.07614, -0.06277, 0.41196),(0.10270, -0.07617, 0.37081),(0.11567, -0.06509, 0.36528),
19.17835,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09678, -0.03390, 0.34549),(0.05325, -0.06992, 0.38114),(0.05353, -0.03675, 0.42271),(0.07614, -0.06277, 0.41196),(0.10270, -0.07617, 0.37081),(0.11567, -0.06509, 0.36528),
19.19492,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09351, -0.03347, 0.34919),(0.04994, -0.07151, 0.38429),(0.05118, -0.03559, 0.42757),(0.07547, -0.06229, 0.41646),(0.10122, -0.07506, 0.37490),(0.11369, -0.06382, 0.36913),
19.21172,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09185, -0.03362, 0.35085),(0.04840, -0.07213, 0.38591),(0.04988, -0.03568, 0.42959),(0.07455, -0.06262, 0.41825),(0.09999, -0.07512, 0.37661),(0.11234, -0.06385, 0.37075),
19.23106,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08890, -0.03363, 0.35326),(0.04576, -0.07327, 0.38801),(0.04667, -0.03554, 0.43221),(0.07215, -0.06128, 0.42260),(0.09785, -0.07491, 0.37919),(0.10998, -0.06350, 0.37321),
19.24553,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08686, -0.03463, 0.35513),(0.04531, -0.07606, 0.39006),(0.04520, -0.03538, 0.43521),(0.07145, -0.05982, 0.42849),(0.09722, -0.07566, 0.38287),(0.10905, -0.06412, 0.37595),
19.26299,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08455, -0.03523, 0.35723),(0.04338, -0.07718, 0.39218),(0.04302, -0.03570, 0.43761),(0.06954, -0.05979, 0.43164),(0.09531, -0.07618, 0.38539),(0.10705, -0.06460, 0.37825),
19.27863,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08455, -0.03523, 0.35723),(0.04338, -0.07718, 0.39218),(0.04302, -0.03570, 0.43761),(0.06954, -0.05979, 0.43164),(0.09531, -0.07618, 0.38539),(0.10705, -0.06460, 0.37825),
19.29468,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08292, -0.03670, 0.36048),(0.04497, -0.07920, 0.39767),(0.04505, -0.03401, 0.44344),(0.07391, -0.05663, 0.44012),(0.09651, -0.07663, 0.39407),(0.10783, -0.06528, 0.38302),
19.31248,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08275, -0.03704, 0.36108),(0.04520, -0.07932, 0.39878),(0.04625, -0.03391, 0.44466),(0.07611, -0.05744, 0.44031),(0.09750, -0.07624, 0.39650),(0.10867, -0.06531, 0.38463),
19.32983,(NaN, NaN),(1251.0, 833.0),,,,,,,,,,,,,,,,,,,(0.08220, -0.03749, 0.36210),(0.04495, -0.07971, 0.40010),(0.04636, -0.03410, 0.44602),(0.07667, -0.05785, 0.44144),(0.09750, -0.07638, 0.39841),(0.10860, -0.06560, 0.38605),
19.36283,(NaN, NaN),(1251.0, 833.0),,,,,,,,,,,,,,,,,,,(0.08166, -0.03595, 0.36224),(0.04257, -0.07678, 0.40024),(0.04429, -0.03116, 0.44536),(0.07584, -0.05920, 0.43758),(0.09632, -0.07399, 0.39938),(0.10779, -0.06372, 0.38711),
19.36599,(NaN, NaN),(1251.0, 833.0),,,,,,,,,,,,,,,,,,,(0.08166, -0.03595, 0.36224),(0.04257, -0.07678, 0.40024),(0.04429, -0.03116, 0.44536),(0.07584, -0.05920, 0.43758),(0.09632, -0.07399, 0.39938),(0.10779, -0.06372, 0.38711),
19.3829,(NaN, NaN),(1251.0, 833.0),,,,,,,,,,,,,,,,,,,(0.08126, -0.03546, 0.36269),(0.04195, -0.07617, 0.40066),(0.04371, -0.03061, 0.44572),(0.07546, -0.05919, 0.43741),(0.09587, -0.07341, 0.39995),(0.10738, -0.06319, 0.38766),
19.40151,(NaN, NaN),(1249.0, 838.0),,,,,,,,,,,,,,,,,,,(0.08180, -0.03432, 0.36109),(0.04146, -0.07278, 0.40040),(0.04404, -0.02703, 0.44374),(0.07621, -0.05798, 0.43272),(0.09609, -0.07104, 0.39833),(0.10763, -0.06109, 0.38642),
19.41917,(NaN, NaN),(1251.0, 837.0),,,,,,,,,,,,,,,,,,,(0.08180, -0.03432, 0.36109),(0.04146, -0.07278, 0.40040),(0.04404, -0.02703, 0.44374),(0.07621, -0.05798, 0.43272),(0.09609, -0.07104, 0.39833),(0.10763, -0.06109, 0.38642),
19.43565,(NaN, NaN),(1251.0, 837.0),,,,,,,,,,,,,,,,,,,(0.08185, -0.03317, 0.35791),(0.03996, -0.06845, 0.39813),(0.04067, -0.02072, 0.43843),(0.07300, -0.05640, 0.42814),(0.09430, -0.06812, 0.39360),(0.10598, -0.05885, 0.38296),
19.45492,(NaN, NaN),(1251.0, 837.0),,,,,,,,,,,,,,,,,,,(0.08235, -0.03296, 0.35646),(0.04012, -0.06695, 0.39631),(0.03931, -0.01881, 0.43594),(0.07071, -0.05625, 0.42617),(0.09288, -0.06817, 0.39101),(0.10493, -0.05934, 0.38125),
19.47026,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08268, -0.03269, 0.35517),(0.04031, -0.06614, 0.39498),(0.03894, -0.01771, 0.43425),(0.07007, -0.05595, 0.42466),(0.09257, -0.06787, 0.38938),(0.10474, -0.05920, 0.37991),
19.48898,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08466, -0.03164, 0.35316),(0.04337, -0.06410, 0.39396),(0.04061, -0.01460, 0.43180),(0.07168, -0.05280, 0.42392),(0.09455, -0.06607, 0.38694),(0.10664, -0.05752, 0.37765),
19.50512,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08636, -0.03100, 0.35164),(0.04498, -0.06359, 0.39216),(0.04181, -0.01428, 0.43012),(0.07229, -0.05247, 0.42217),(0.09570, -0.06580, 0.38472),(0.10793, -0.05717, 0.37567),
19.52286,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08791, -0.03031, 0.34994),(0.04656, -0.06283, 0.39045),(0.04317, -0.01347, 0.42832),(0.07349, -0.05172, 0.42047),(0.09707, -0.06514, 0.38280),(0.10934, -0.05652, 0.37384),
19.54039,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09020, -0.02800, 0.34953),(0.04781, -0.05954, 0.38986),(0.04521, -0.01211, 0.42767),(0.07322, -0.04658, 0.42330),(0.09772, -0.06384, 0.38058),(0.11034, -0.05521, 0.37202),
19.55652,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09020, -0.02800, 0.34953),(0.04781, -0.05954, 0.38986),(0.04521, -0.01211, 0.42767),(0.07322, -0.04658, 0.42330),(0.09772, -0.06384, 0.38058),(0.11034, -0.05521, 0.37202),
19.57379,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09465, -0.02490, 0.34531),(0.05266, -0.05759, 0.38473),(0.05002, -0.01149, 0.42338),(0.07574, -0.04047, 0.42314),(0.10191, -0.06155, 0.37757),(0.11472, -0.05226, 0.36871),
19.59052,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09681, -0.02341, 0.34333),(0.05470, -0.05634, 0.38241),(0.05213, -0.01032, 0.42132),(0.07725, -0.03842, 0.42208),(0.10388, -0.06030, 0.37579),(0.11677, -0.05091, 0.36691),
19.60678,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09800, -0.02189, 0.34115),(0.05560, -0.05383, 0.38028),(0.05369, -0.00759, 0.41881),(0.07621, -0.03236, 0.42195),(0.10376, -0.05887, 0.37438),(0.11697, -0.04977, 0.36569),
19.62342,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10003, -0.02066, 0.33695),(0.05811, -0.05240, 0.37543),(0.05587, -0.00819, 0.41432),(0.07537, -0.02645, 0.42063),(0.10422, -0.05824, 0.37143),(0.11776, -0.04931, 0.36292),
19.6408,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10202, -0.01924, 0.33352),(0.06019, -0.05090, 0.37182),(0.05792, -0.00714, 0.41079),(0.07652, -0.02365, 0.41805),(0.10576, -0.05698, 0.36834),(0.11940, -0.04811, 0.35988),
19.65722,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10202, -0.01924, 0.33352),(0.06019, -0.05090, 0.37182),(0.05792, -0.00714, 0.41079),(0.07652, -0.02365, 0.41805),(0.10576, -0.05698, 0.36834),(0.11940, -0.04811, 0.35988),
19.67356,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10522, -0.01721, 0.32722),(0.06320, -0.04501, 0.36617),(0.06145, -0.00451, 0.40326),(0.07760, -0.01963, 0.40902),(0.10503, -0.05545, 0.36273),(0.11924, -0.04738, 0.35539),
19.6906,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10553, -0.01668, 0.32399),(0.06415, -0.04432, 0.36282),(0.06145, -0.00498, 0.39954),(0.07739, -0.01897, 0.40501),(0.10445, -0.05506, 0.35975),(0.11877, -0.04712, 0.35274),
19.70745,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10626, -0.01599, 0.32073),(0.06512, -0.04342, 0.35957),(0.06207, -0.00465, 0.39604),(0.07785, -0.01816, 0.40136),(0.10471, -0.05443, 0.35663),(0.11908, -0.04658, 0.34977),
19.72653,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10663, -0.01605, 0.31592),(0.06683, -0.04316, 0.35476),(0.06148, -0.00467, 0.39038),(0.07685, -0.01560, 0.39626),(0.10401, -0.05396, 0.35327),(0.11855, -0.04645, 0.34642),
19.74207,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10716, -0.01678, 0.31047),(0.06790, -0.04450, 0.34898),(0.06133, -0.00622, 0.38446),(0.07677, -0.01503, 0.39075),(0.10424, -0.05421, 0.34949),(0.11891, -0.04691, 0.34240),
19.76039,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10778, -0.01708, 0.30509),(0.06876, -0.04491, 0.34351),(0.06170, -0.00675, 0.37887),(0.07712, -0.01480, 0.38529),(0.10466, -0.05435, 0.34463),(0.11939, -0.04714, 0.33750),
19.77736,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10778, -0.01708, 0.30509),(0.06876, -0.04491, 0.34351),(0.06170, -0.00675, 0.37887),(0.07712, -0.01480, 0.38529),(0.10466, -0.05435, 0.34463),(0.11939, -0.04714, 0.33750),
19.79393,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.10901, -0.01702, 0.29471),(0.06718, -0.04317, 0.33223),(0.06072, -0.00522, 0.36629),(0.07459, -0.00971, 0.37422),(0.10186, -0.05388, 0.33493),(0.11728, -0.04757, 0.32787),
19.80983,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11062, -0.01683, 0.28939),(0.06758, -0.04125, 0.32720),(0.06213, -0.00429, 0.36004),(0.07501, -0.00630, 0.36825),(0.10189, -0.05309, 0.32969),(0.11751, -0.04711, 0.32264),
19.82785,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11192, -0.01678, 0.28364),(0.06836, -0.04057, 0.32148),(0.06324, -0.00397, 0.35385),(0.07571, -0.00495, 0.36224),(0.10247, -0.05283, 0.32399),(0.11819, -0.04701, 0.31695),
19.84389,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11484, -0.01916, 0.27724),(0.07014, -0.04129, 0.31478),(0.06604, -0.00850, 0.34666),(0.07828, -0.00733, 0.35507),(0.10352, -0.05471, 0.31918),(0.11965, -0.04973, 0.31125),
19.86064,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11543, -0.02246, 0.26931),(0.07019, -0.04346, 0.30610),(0.06524, -0.01494, 0.33593),(0.07708, -0.01525, 0.34380),(0.10275, -0.05711, 0.31183),(0.11922, -0.05238, 0.30372),
19.87721,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11543, -0.02246, 0.26931),(0.07019, -0.04346, 0.30610),(0.06524, -0.01494, 0.33593),(0.07708, -0.01525, 0.34380),(0.10275, -0.05711, 0.31183),(0.11922, -0.05238, 0.30372),
19.89472,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11735, -0.03050, 0.25333),(0.07223, -0.04797, 0.29043),(0.06744, -0.02327, 0.31749),(0.08005, -0.02988, 0.32257),(0.10392, -0.06292, 0.29667),(0.12051, -0.05878, 0.28874),
19.91195,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11624, -0.03801, 0.24567),(0.06797, -0.05328, 0.28031),(0.06555, -0.03469, 0.30737),(0.08249, -0.05417, 0.29894),(0.10179, -0.07077, 0.28751),(0.11837, -0.06649, 0.28101),
19.92844,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11787, -0.04452, 0.23713),(0.06850, -0.05321, 0.27106),(0.06916, -0.04188, 0.29273),(0.08315, -0.05990, 0.28598),(0.10067, -0.07500, 0.27691),(0.11731, -0.07195, 0.27171),
19.94529,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11888, -0.05074, 0.22882),(0.06895, -0.05714, 0.26237),(0.07074, -0.04861, 0.28228),(0.08412, -0.06717, 0.27507),(0.10073, -0.08048, 0.26787),(0.11740, -0.07782, 0.26318),
19.96124,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11758, -0.05846, 0.22294),(0.06766, -0.06812, 0.25587),(0.07341, -0.07060, 0.26836),(0.08696, -0.08448, 0.26210),(0.10399, -0.09062, 0.25823),(0.12081, -0.08500, 0.25376),
19.99433,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11556, -0.06589, 0.20698),(0.06715, -0.08152, 0.23910),(0.07412, -0.08824, 0.24572),(0.09250, -0.09958, 0.23358),(0.10730, -0.09981, 0.23638),(0.12283, -0.09129, 0.23582),
19.99686,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11556, -0.06589, 0.20698),(0.06715, -0.08152, 0.23910),(0.07412, -0.08824, 0.24572),(0.09250, -0.09958, 0.23358),(0.10730, -0.09981, 0.23638),(0.12283, -0.09129, 0.23582),
20.01166,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11480, -0.07059, 0.19898),(0.06642, -0.08638, 0.23108),(0.07345, -0.09330, 0.23748),(0.09196, -0.10455, 0.22519),(0.10670, -0.10458, 0.22820),(0.12219, -0.09596, 0.22774),
20.02763,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11411, -0.07485, 0.19174),(0.06573, -0.09065, 0.22384),(0.07277, -0.09758, 0.23023),(0.09128, -0.10883, 0.21793),(0.10601, -0.10884, 0.22095),(0.12151, -0.10022, 0.22050),
20.04458,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11336, -0.07945, 0.18392),(0.06498, -0.09525, 0.21602),(0.07202, -0.10218, 0.22241),(0.09053, -0.11343, 0.21011),(0.10527, -0.11344, 0.21313),(0.12076, -0.10482, 0.21268),
20.06117,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11263, -0.08395, 0.17628),(0.06426, -0.09974, 0.20838),(0.07129, -0.10668, 0.21478),(0.08980, -0.11792, 0.20247),(0.10454, -0.11793, 0.20549),(0.12003, -0.10931, 0.20504),
20.07825,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11263, -0.08395, 0.17628),(0.06426, -0.09974, 0.20838),(0.07129, -0.10668, 0.21478),(0.08980, -0.11792, 0.20247),(0.10454, -0.11793, 0.20549),(0.12003, -0.10931, 0.20504),
20.09462,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.11117, -0.09298, 0.16092),(0.06279, -0.10878, 0.19302),(0.06983, -0.11571, 0.19942),(0.08834, -0.12696, 0.18711),(0.10307, -0.12697, 0.19013),(0.11856, -0.11835, 0.18968),
20.1118,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.12772,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.14503,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.16101,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.17952,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.19642,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.21214,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.09654, -0.03525, 0.24343),(-0.03853, -0.03916, 0.24040),(-0.02506, -0.01484, 0.30365),(-0.02202, -0.02058, 0.31340),(-0.05043, -0.03129, 0.32698),(-0.08757, -0.04349, 0.32439),
20.23028,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.09654, -0.03525, 0.24343),(-0.03853, -0.03916, 0.24040),(-0.02506, -0.01484, 0.30365),(-0.02202, -0.02058, 0.31340),(-0.05043, -0.03129, 0.32698),(-0.08757, -0.04349, 0.32439),
20.24514,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.10965, -0.03905, 0.22728),(-0.17469, -0.05713, 0.30906),(-0.12563, -0.03629, 0.31036),(-0.11990, -0.06553, 0.30863),(-0.09355, -0.05579, 0.28655),(-0.06196, -0.04588, 0.24954),
20.26122,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.11327, -0.04010, 0.22282),(-0.17879, -0.05823, 0.30492),(-0.12960, -0.03741, 0.30599),(-0.12385, -0.06674, 0.30421),(-0.09729, -0.05692, 0.28199),(-0.06544, -0.04693, 0.24485),
20.27824,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.11327, -0.04010, 0.22282),(-0.17879, -0.05823, 0.30492),(-0.12960, -0.03741, 0.30599),(-0.12385, -0.06674, 0.30421),(-0.09729, -0.05692, 0.28199),(-0.06544, -0.04693, 0.24485),
20.29612,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.07493, -0.02384, 0.26223),(-0.10292, -0.02161, 0.31002),(-0.04469, -0.01102, 0.35372),(-0.03390, -0.00440, 0.35406),(-0.02222, -0.00401, 0.33611),(-0.01450, -0.03228, 0.30310),
20.31135,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.07600, -0.02367, 0.26477),(-0.09513, -0.03443, 0.31924),(-0.05571, -0.04075, 0.34676),(-0.03354, -0.03076, 0.35011),(-0.02115, -0.02874, 0.33491),(-0.02643, -0.04803, 0.30038),
20.32854,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.07454, -0.02057, 0.26854),(-0.09184, -0.03302, 0.32400),(-0.05376, -0.03731, 0.35206),(-0.03182, -0.02860, 0.35488),(-0.01953, -0.02976, 0.33741),(-0.02810, -0.04872, 0.30008),
20.34512,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.07284, -0.01789, 0.27230),(-0.08927, -0.03131, 0.32832),(-0.05180, -0.03484, 0.35627),(-0.02997, -0.02679, 0.35897),(-0.01774, -0.02941, 0.34048),(-0.02802, -0.04802, 0.30186),
20.36187,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.07278, -0.01580, 0.27493),(-0.08875, -0.02741, 0.33058),(-0.05425, -0.03063, 0.36192),(-0.03225, -0.02250, 0.36388),(-0.01903, -0.02392, 0.34576),(-0.02553, -0.04177, 0.30986),
20.37818,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.07278, -0.01580, 0.27493),(-0.08875, -0.02741, 0.33058),(-0.05425, -0.03063, 0.36192),(-0.03225, -0.02250, 0.36388),(-0.01903, -0.02392, 0.34576),(-0.02553, -0.04177, 0.30986),
20.39597,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.07067, -0.01135, 0.28149),(-0.08694, -0.02168, 0.33807),(-0.05379, -0.02537, 0.36967),(-0.03229, -0.01861, 0.37108),(-0.01777, -0.01825, 0.35369),(-0.01915, -0.03320, 0.32231),
20.41319,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.06924, -0.01087, 0.28493),(-0.08722, -0.02033, 0.34211),(-0.05257, -0.02505, 0.37318),(-0.03154, -0.01876, 0.37485),(-0.01723, -0.01674, 0.35875),(-0.01569, -0.02884, 0.32924),
20.42826,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.06806, -0.01119, 0.28717),(-0.08733, -0.01922, 0.34429),(-0.05229, -0.02565, 0.37550),(-0.03106, -0.01876, 0.37786),(-0.01708, -0.01634, 0.36225),(-0.01448, -0.02710, 0.33319),
20.44674,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.06666, -0.01060, 0.29041),(-0.08646, -0.01809, 0.34759),(-0.05123, -0.02512, 0.37882),(-0.02999, -0.01814, 0.38139),(-0.01610, -0.01540, 0.36605),(-0.01279, -0.02544, 0.33742),
20.46187,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.06568, -0.01143, 0.29335),(-0.08512, -0.01905, 0.35014),(-0.05130, -0.02594, 0.38194),(-0.02998, -0.01871, 0.38493),(-0.01648, -0.01575, 0.37000),(-0.01261, -0.02441, 0.34218),
20.4807,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.06459, -0.01167, 0.29648),(-0.08413, -0.01748, 0.35328),(-0.05190, -0.02816, 0.38418),(-0.02923, -0.01561, 0.38859),(-0.01668, -0.01768, 0.37217),(-0.01277, -0.02378, 0.34592),
20.49639,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(-0.06459, -0.01167, 0.29648),(-0.08413, -0.01748, 0.35328),(-0.05190, -0.02816, 0.38418),(-0.02923, -0.01561, 0.38859),(-0.01668, -0.01768, 0.37217),(-0.01277, -0.02378, 0.34592),
20.51294,(NaN, NaN),(0.0, 0.0),(-0.06535, -0.00418, 0.29471),(-0.09166, 0.00095, 0.34592),(-0.04918, -0.00892, 0.39390),(-0.02435, 0.00262, 0.39384),(-0.01007, -0.00102, 0.37595),(0.00925, -0.01095, 0.33512),,,,,,,,,,,,,,,,,,,
20.54766,(NaN, NaN),(0.0, 0.0),(-0.07319, -0.00878, 0.31012),(-0.01801, -0.04730, 0.33172),(-0.01269, -0.00935, 0.38062),(-0.03242, -0.03424, 0.37879),(-0.06056, -0.03780, 0.38110),(-0.08529, -0.03533, 0.37174),,,,,,,,,,,,,,,,,,,
20.55869,(NaN, NaN),(0.0, 0.0),(-0.07319, -0.00878, 0.31012),(-0.01801, -0.04730, 0.33172),(-0.01269, -0.00935, 0.38062),(-0.03242, -0.03424, 0.37879),(-0.06056, -0.03780, 0.38110),(-0.08529, -0.03533, 0.37174),,,,,,,,,,,,,,,,,,,
20.56431,(NaN, NaN),(0.0, 0.0),(-0.07347, -0.00926, 0.31258),(-0.01711, -0.05047, 0.33222),(-0.01141, -0.00856, 0.38316),(-0.03300, -0.03593, 0.37998),(-0.06203, -0.03903, 0.38274),(-0.08719, -0.03561, 0.37416),,,,,,,,,,,,,,,,,,,
20.57779,(NaN, NaN),(0.0, 0.0),(-0.07347, -0.00926, 0.31258),(-0.01711, -0.05047, 0.33222),(-0.01141, -0.00856, 0.38316),(-0.03300, -0.03593, 0.37998),(-0.06203, -0.03903, 0.38274),(-0.08719, -0.03561, 0.37416),,,,,,,,,,,,,,,,,,,
