time,gaze,,touch,,l_palm,,,l_thumb,,,l_index,,,l_middle,,,l_ring,,,l_pinky,,,r_palm,,,r_thumb,,,r_index,,,r_middle,,,r_ring,,,r_pinky,,,
17.46282,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04567, -0.01737, 0.36159),(0.00120, -0.06077, 0.40070),(0.02060, -0.02734, 0.43782),(0.03926, -0.02331, 0.44432),(0.05991, -0.05150, 0.39395),(0.07629, -0.03458, 0.40120),
17.47894,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04567, -0.01737, 0.36159),(0.00120, -0.06077, 0.40070),(0.02060, -0.02734, 0.43782),(0.03926, -0.02331, 0.44432),(0.05991, -0.05150, 0.39395),(0.07629, -0.03458, 0.40120),
17.49446,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04772, -0.01728, 0.36407),(0.00176, -0.05789, 0.40306),(0.02395, -0.03047, 0.43951),(0.04209, -0.02755, 0.44512),(0.06107, -0.05210, 0.39661),(0.07705, -0.03743, 0.40113),
17.5108,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04860, -0.01735, 0.36469),(0.00207, -0.05813, 0.40275),(0.02485, -0.03306, 0.43944),(0.04271, -0.03062, 0.44462),(0.06145, -0.05320, 0.39664),(0.07777, -0.03848, 0.40164),
17.52913,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.04956, -0.01737, 0.36560),(0.00282, -0.05807, 0.40339),(0.02590, -0.03408, 0.44008),(0.04363, -0.03189, 0.44503),(0.06223, -0.05357, 0.39741),(0.07863, -0.03894, 0.40238),
17.55076,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05017, -0.01677, 0.36389),(0.00353, -0.05731, 0.40135),(0.02425, -0.03101, 0.43844),(0.04233, -0.02922, 0.44422),(0.06164, -0.05321, 0.39715),(0.07838, -0.03826, 0.40245),
17.56694,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05075, -0.01658, 0.36366),(0.00411, -0.05711, 0.40110),(0.02476, -0.03078, 0.43820),(0.04285, -0.02900, 0.44400),(0.06218, -0.05304, 0.39696),(0.07893, -0.03808, 0.40227),
17.58485,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05145, -0.01635, 0.36338),(0.00481, -0.05687, 0.40083),(0.02545, -0.03054, 0.43792),(0.04354, -0.02877, 0.44373),(0.06287, -0.05281, 0.39669),(0.07963, -0.03784, 0.40200),
17.60114,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05161, -0.01540, 0.36371),(0.00600, -0.05578, 0.40129),(0.02251, -0.02295, 0.44326),(0.04328, -0.02986, 0.44367),(0.06322, -0.05218, 0.39640),(0.07923, -0.03790, 0.40018),
17.61754,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05161, -0.01540, 0.36371),(0.00600, -0.05578, 0.40129),(0.02251, -0.02295, 0.44326),(0.04328, -0.02986, 0.44367),(0.06322, -0.05218, 0.39640),(0.07923, -0.03790, 0.40018),
17.63497,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05430, -0.01571, 0.35726),(0.00878, -0.05651, 0.39442),(0.02376, -0.02246, 0.43584),(0.04423, -0.02628, 0.43911),(0.06533, -0.05224, 0.39115),(0.08129, -0.03783, 0.39541),
17.64712,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05239, -0.01750, 0.36216),(0.00890, -0.05923, 0.40001),(0.02339, -0.02507, 0.44205),(0.04412, -0.02961, 0.44427),(0.06553, -0.05405, 0.39488),(0.08145, -0.03824, 0.39992),
17.66178,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05287, -0.01792, 0.36337),(0.01104, -0.06114, 0.40084),(0.02356, -0.02703, 0.44303),(0.04472, -0.03101, 0.44501),(0.06786, -0.05375, 0.39604),(0.08263, -0.03766, 0.40107),
17.6777,(NaN, NaN),(976.0, 948.0),,,,,,,,,,,,,,,,,,,(0.05287, -0.01792, 0.36337),(0.01104, -0.06114, 0.40084),(0.02356, -0.02703, 0.44303),(0.04472, -0.03101, 0.44501),(0.06786, -0.05375, 0.39604),(0.08263, -0.03766, 0.40107),
17.69565,(NaN, NaN),(976.0, 948.0),,,,,,,,,,,,,,,,,,,(0.05341, -0.01683, 0.36598),(0.01518, -0.06192, 0.40386),(0.02602, -0.02886, 0.44725),(0.04929, -0.03476, 0.44616),(0.07103, -0.05387, 0.39733),(0.08555, -0.03764, 0.40246),
17.72911,(NaN, NaN),(976.0, 948.0),,,,,,,,,,,,,,,,,,,(0.05296, -0.01496, 0.36521),(0.01450, -0.05941, 0.40306),(0.02474, -0.02588, 0.44728),(0.04949, -0.03485, 0.44483),(0.07043, -0.05247, 0.39704),(0.08618, -0.03573, 0.40400),
17.75045,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05290, -0.01430, 0.36532),(0.01444, -0.05875, 0.40317),(0.02467, -0.02523, 0.44739),(0.04944, -0.03421, 0.44493),(0.07037, -0.05182, 0.39715),(0.08612, -0.03508, 0.40412),
17.76826,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05284, -0.01364, 0.36543),(0.01437, -0.05809, 0.40328),(0.02461, -0.02457, 0.44750),(0.04937, -0.03355, 0.44504),(0.07031, -0.05116, 0.39725),(0.08606, -0.03442, 0.40422),
17.78488,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05178, -0.01128, 0.36851),(0.01205, -0.05079, 0.40693),(0.01950, -0.01669, 0.44984),(0.04435, -0.02811, 0.44766),(0.06579, -0.04840, 0.40254),(0.08122, -0.03357, 0.40703),
17.79959,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05178, -0.01128, 0.36851),(0.01205, -0.05079, 0.40693),(0.01950, -0.01669, 0.44984),(0.04435, -0.02811, 0.44766),(0.06579, -0.04840, 0.40254),(0.08122, -0.03357, 0.40703),
17.81326,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05197, -0.00283, 0.35344),(0.01003, -0.03613, 0.39326),(0.01194, 0.00417, 0.43101),(0.03536, -0.01672, 0.42817),(0.05878, -0.03736, 0.38959),(0.07275, -0.02568, 0.38540),
17.82981,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05240, -0.00307, 0.35294),(0.01176, -0.03785, 0.39098),(0.00949, 0.00295, 0.42889),(0.03216, -0.01769, 0.42637),(0.05748, -0.03873, 0.38750),(0.07129, -0.02718, 0.38309),
17.84475,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05372, -0.00261, 0.35098),(0.01432, -0.03672, 0.39023),(0.01103, 0.00598, 0.42715),(0.03310, -0.01375, 0.42577),(0.05863, -0.03785, 0.38550),(0.07231, -0.02691, 0.38012),
17.86924,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05500, -0.00133, 0.34766),(0.01610, -0.03532, 0.38713),(0.01203, 0.00807, 0.42369),(0.03384, -0.01140, 0.42270),(0.05964, -0.03652, 0.38203),(0.07325, -0.02580, 0.37625),
17.8874,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05591, -0.00043, 0.34528),(0.01703, -0.03441, 0.38477),(0.01293, 0.00900, 0.42132),(0.03473, -0.01046, 0.42034),(0.06054, -0.03561, 0.37965),(0.07415, -0.02490, 0.37386),
17.90601,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05762, -0.00153, 0.34402),(0.01964, -0.03637, 0.38294),(0.01345, 0.00868, 0.42019),(0.03477, -0.01146, 0.41938),(0.06192, -0.03768, 0.37666),(0.07532, -0.02735, 0.37079),
17.92026,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05850, -0.00125, 0.34241),(0.02052, -0.03609, 0.38133),(0.01432, 0.00896, 0.41858),(0.03564, -0.01118, 0.41778),(0.06280, -0.03740, 0.37505),(0.07620, -0.02707, 0.36918),
17.93357,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05850, -0.00125, 0.34241),(0.02052, -0.03609, 0.38133),(0.01432, 0.00896, 0.41858),(0.03564, -0.01118, 0.41778),(0.06280, -0.03740, 0.37505),(0.07620, -0.02707, 0.36918),
17.94715,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06389, -0.00252, 0.34006),(0.02895, -0.03919, 0.37841),(0.01498, 0.01496, 0.41594),(0.03658, -0.00074, 0.42365),(0.06834, -0.04028, 0.36843),(0.08143, -0.03088, 0.36297),
17.96327,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06634, -0.00213, 0.33815),(0.03175, -0.03896, 0.37600),(0.01545, 0.01743, 0.41301),(0.03689, 0.00301, 0.42299),(0.07044, -0.04018, 0.36533),(0.08360, -0.03093, 0.36040),
17.97832,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06634, -0.00213, 0.33815),(0.03175, -0.03896, 0.37600),(0.01545, 0.01743, 0.41301),(0.03689, 0.00301, 0.42299),(0.07044, -0.04018, 0.36533),(0.08360, -0.03093, 0.36040),
17.99463,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07151, -0.00079, 0.33498),(0.03763, -0.03726, 0.37245),(0.01856, 0.02131, 0.40843),(0.03790, 0.01692, 0.42302),(0.07471, -0.03925, 0.35995),(0.08807, -0.03032, 0.35620),
18.01103,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07421, -0.00070, 0.33321),(0.04117, -0.03683, 0.37020),(0.02035, 0.02040, 0.40620),(0.03807, 0.01940, 0.42028),(0.07710, -0.03976, 0.35700),(0.09039, -0.03099, 0.35401),
18.02847,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07710, -0.00083, 0.33104),(0.04480, -0.03571, 0.36901),(0.02429, 0.02079, 0.40442),(0.04110, 0.02005, 0.41775),(0.07987, -0.03990, 0.35473),(0.09317, -0.03136, 0.35192),
18.04617,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08004, -0.00085, 0.32891),(0.04818, -0.03506, 0.36734),(0.02767, 0.02101, 0.40242),(0.04388, 0.02079, 0.41542),(0.08271, -0.03997, 0.35244),(0.09601, -0.03156, 0.34977),
18.06124,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08131, -0.00193, 0.32807),(0.05051, -0.03547, 0.36677),(0.02890, 0.01952, 0.40143),(0.04435, 0.01896, 0.41419),(0.08429, -0.04116, 0.35184),(0.09748, -0.03257, 0.34935),
18.07782,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08131, -0.00193, 0.32807),(0.05051, -0.03547, 0.36677),(0.02890, 0.01952, 0.40143),(0.04435, 0.01896, 0.41419),(0.08429, -0.04116, 0.35184),(0.09748, -0.03257, 0.34935),
18.09606,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08519, -0.00368, 0.32570),(0.05511, -0.03628, 0.36453),(0.03321, 0.01748, 0.39919),(0.04781, 0.01534, 0.41145),(0.08799, -0.04325, 0.34914),(0.10114, -0.03461, 0.34707),
18.1116,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08609, -0.00545, 0.32447),(0.05576, -0.03800, 0.36338),(0.03374, 0.01452, 0.39785),(0.04834, 0.01145, 0.40995),(0.08949, -0.04512, 0.34870),(0.10231, -0.03626, 0.34651),
18.12831,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08622, -0.00821, 0.32366),(0.05564, -0.04015, 0.36279),(0.03369, 0.01043, 0.39688),(0.04792, 0.00630, 0.40831),(0.08841, -0.04864, 0.35033),(0.10133, -0.03953, 0.34752),
18.14492,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08688, -0.01039, 0.32268),(0.05623, -0.04210, 0.36188),(0.03428, 0.00771, 0.39584),(0.04836, 0.00312, 0.40702),(0.08872, -0.05109, 0.35019),(0.10165, -0.04188, 0.34718),
18.16122,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08675, -0.01389, 0.32175),(0.05597, -0.04682, 0.36068),(0.03448, -0.00115, 0.39557),(0.04803, -0.00455, 0.40773),(0.09008, -0.05496, 0.35009),(0.10261, -0.04518, 0.34666),
18.17883,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08675, -0.01389, 0.32175),(0.05597, -0.04682, 0.36068),(0.03448, -0.00115, 0.39557),(0.04803, -0.00455, 0.40773),(0.09008, -0.05496, 0.35009),(0.10261, -0.04518, 0.34666),
18.19504,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08539, -0.01726, 0.32418),(0.05277, -0.05118, 0.36206),(0.03342, -0.00965, 0.39776),(0.04794, -0.02291, 0.40568),(0.08843, -0.05936, 0.35107),(0.10097, -0.04922, 0.34800),
18.21462,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08467, -0.01956, 0.32518),(0.05183, -0.05405, 0.36279),(0.03281, -0.01385, 0.39879),(0.04784, -0.02930, 0.40522),(0.08792, -0.06197, 0.35177),(0.10040, -0.05165, 0.34873),
18.22865,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08417, -0.02115, 0.32587),(0.05131, -0.05570, 0.36345),(0.03232, -0.01564, 0.39948),(0.04740, -0.03133, 0.40575),(0.08744, -0.06360, 0.35242),(0.09992, -0.05325, 0.34939),
18.2445,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08241, -0.02249, 0.32591),(0.04807, -0.05737, 0.36338),(0.03118, -0.01648, 0.40015),(0.04716, -0.03499, 0.40345),(0.08462, -0.06548, 0.35295),(0.09738, -0.05536, 0.34965),
18.26163,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08088, -0.02486, 0.32658),(0.04624, -0.06004, 0.36378),(0.02961, -0.01909, 0.40092),(0.04598, -0.03890, 0.40330),(0.08283, -0.06811, 0.35352),(0.09566, -0.05800, 0.35022),
18.28677,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07824, -0.02722, 0.32754),(0.04339, -0.06255, 0.36415),(0.02645, -0.02027, 0.40188),(0.04443, -0.04373, 0.40226),(0.08068, -0.07012, 0.35512),(0.09356, -0.05981, 0.35144),
18.30354,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07662, -0.02908, 0.32818),(0.04175, -0.06443, 0.36476),(0.02481, -0.02210, 0.40252),(0.04285, -0.04571, 0.40281),(0.07906, -0.07197, 0.35577),(0.09194, -0.06165, 0.35208),
18.31848,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07662, -0.02908, 0.32818),(0.04175, -0.06443, 0.36476),(0.02481, -0.02210, 0.40252),(0.04285, -0.04571, 0.40281),(0.07906, -0.07197, 0.35577),(0.09194, -0.06165, 0.35208),
18.33386,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07434, -0.03146, 0.32912),(0.03788, -0.06540, 0.36525),(0.02292, -0.02274, 0.40383),(0.04245, -0.05220, 0.40050),(0.07555, -0.07456, 0.35691),(0.08886, -0.06461, 0.35301),
18.35026,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07288, -0.03307, 0.32971),(0.03641, -0.06701, 0.36583),(0.02146, -0.02434, 0.40442),(0.04100, -0.05383, 0.40107),(0.07408, -0.07617, 0.35750),(0.08740, -0.06623, 0.35360),
18.36471,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06971, -0.03452, 0.33172),(0.03276, -0.06744, 0.36795),(0.01801, -0.02459, 0.40638),(0.03986, -0.06154, 0.39752),(0.07105, -0.07751, 0.35836),(0.08445, -0.06749, 0.35458),
18.37953,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06971, -0.03452, 0.33172),(0.03276, -0.06744, 0.36795),(0.01801, -0.02459, 0.40638),(0.03986, -0.06154, 0.39752),(0.07105, -0.07751, 0.35836),(0.08445, -0.06749, 0.35458),
18.39538,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06300, -0.03849, 0.33687),(0.02481, -0.07265, 0.37047),(0.00857, -0.03394, 0.41004),(0.03442, -0.07155, 0.39556),(0.06547, -0.08220, 0.35969),(0.07869, -0.07172, 0.35746),
18.4121,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06120, -0.04067, 0.33812),(0.02263, -0.07358, 0.37215),(0.00744, -0.03576, 0.41173),(0.03324, -0.07353, 0.39774),(0.06407, -0.08398, 0.36105),(0.07718, -0.07383, 0.35890),
18.42878,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05886, -0.04297, 0.33983),(0.02015, -0.07557, 0.37386),(0.00523, -0.03828, 0.41354),(0.03117, -0.07606, 0.39949),(0.06194, -0.08618, 0.36260),(0.07500, -0.07612, 0.36057),
18.44552,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05748, -0.04499, 0.34224),(0.01788, -0.07839, 0.37452),(0.00348, -0.04357, 0.41580),(0.02916, -0.08066, 0.40272),(0.06151, -0.08848, 0.36286),(0.07427, -0.07829, 0.36174),
18.46322,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05553, -0.04849, 0.34404),(0.01614, -0.08278, 0.37587),(0.00193, -0.04927, 0.41797),(0.02825, -0.08558, 0.40682),(0.06125, -0.09162, 0.36483),(0.07359, -0.08125, 0.36379),
18.4789,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05553, -0.04849, 0.34404),(0.01614, -0.08278, 0.37587),(0.00193, -0.04927, 0.41797),(0.02825, -0.08558, 0.40682),(0.06125, -0.09162, 0.36483),(0.07359, -0.08125, 0.36379),
18.49974,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05410, -0.05443, 0.34592),(0.01379, -0.09034, 0.37641),(0.00260, -0.05920, 0.42123),(0.03208, -0.09736, 0.40412),(0.06133, -0.09780, 0.36662),(0.07328, -0.08729, 0.36551),
18.51626,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05327, -0.05712, 0.34692),(0.01292, -0.09310, 0.37735),(0.00185, -0.06206, 0.42229),(0.03145, -0.10029, 0.40496),(0.06057, -0.10049, 0.36761),(0.07250, -0.08998, 0.36651),
18.52861,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05322, -0.05788, 0.34794),(0.01225, -0.09447, 0.37896),(0.00341, -0.06321, 0.42417),(0.03405, -0.10151, 0.40721),(0.06199, -0.09995, 0.36988),(0.07373, -0.08924, 0.36840),
18.54465,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05009, -0.06119, 0.35289),(0.01113, -0.10249, 0.38137),(0.00042, -0.07123, 0.42902),(0.03377, -0.10736, 0.40613),(0.05935, -0.10446, 0.37548),(0.07077, -0.09292, 0.37443),
18.5614,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05214, -0.06099, 0.35680),(0.01573, -0.10010, 0.39074),(0.00618, -0.06390, 0.43636),(0.03941, -0.10014, 0.41788),(0.06375, -0.10195, 0.38443),(0.07493, -0.08992, 0.38154),
18.57829,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05214, -0.06099, 0.35680),(0.01573, -0.10010, 0.39074),(0.00618, -0.06390, 0.43636),(0.03941, -0.10014, 0.41788),(0.06375, -0.10195, 0.38443),(0.07493, -0.08992, 0.38154),
18.59585,(NaN, NaN),(963.0, 525.0),,,,,,,,,,,,,,,,,,,(0.05231, -0.06500, 0.35833),(0.01426, -0.10753, 0.38635),(0.00477, -0.07576, 0.43598),(0.03683, -0.11131, 0.41484),(0.06133, -0.10900, 0.38533),(0.07339, -0.09731, 0.38539),
18.61248,(NaN, NaN),(963.0, 525.0),,,,,,,,,,,,,,,,,,,(0.05205, -0.06260, 0.35674),(0.01399, -0.10324, 0.38828),(0.00373, -0.06567, 0.43440),(0.03796, -0.10767, 0.40938),(0.06036, -0.10291, 0.38987),(0.07274, -0.09188, 0.38898),
18.62806,(NaN, NaN),(963.0, 525.0),,,,,,,,,,,,,,,,,,,(0.05225, -0.06319, 0.35730),(0.01559, -0.10477, 0.38881),(0.00632, -0.06934, 0.43600),(0.03986, -0.10923, 0.40825),(0.06139, -0.10420, 0.38912),(0.07395, -0.09357, 0.38705),
18.6463,(NaN, NaN),(967.0, 530.0),,,,,,,,,,,,,,,,,,,(0.05236, -0.06351, 0.35767),(0.01601, -0.10527, 0.38932),(0.00695, -0.07005, 0.43661),(0.04045, -0.10983, 0.40790),(0.06161, -0.10451, 0.38960),(0.07425, -0.09402, 0.38723),
18.66493,(NaN, NaN),(967.0, 530.0),,,,,,,,,,,,,,,,,,,(0.05309, -0.06015, 0.35618),(0.01619, -0.10075, 0.38873),(0.00405, -0.06255, 0.43277),(0.03840, -0.10309, 0.40971),(0.06103, -0.09866, 0.39094),(0.07357, -0.08893, 0.38826),
18.67741,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05309, -0.06015, 0.35618),(0.01619, -0.10075, 0.38873),(0.00405, -0.06255, 0.43277),(0.03840, -0.10309, 0.40971),(0.06103, -0.09866, 0.39094),(0.07357, -0.08893, 0.38826),
18.69442,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05608, -0.05677, 0.35283),(0.01873, -0.09559, 0.38713),(0.00617, -0.05331, 0.42922),(0.04148, -0.09868, 0.40231),(0.06281, -0.09428, 0.38700),(0.07548, -0.08499, 0.38288),
18.71181,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.05730, -0.05471, 0.35179),(0.01964, -0.09335, 0.38616),(0.00640, -0.05021, 0.42757),(0.04244, -0.09633, 0.40008),(0.06360, -0.09187, 0.38584),(0.07627, -0.08263, 0.38151),
18.72976,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06017, -0.05409, 0.34903),(0.02112, -0.09077, 0.38476),(0.01216, -0.04848, 0.42634),(0.04526, -0.09437, 0.39710),(0.06544, -0.09204, 0.38286),(0.07836, -0.08374, 0.37677),
18.7458,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06331, -0.05256, 0.34535),(0.02303, -0.08956, 0.38137),(0.01424, -0.04716, 0.42148),(0.04744, -0.09007, 0.39596),(0.06852, -0.09001, 0.38007),(0.08147, -0.08149, 0.37260),
18.76277,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06604, -0.05106, 0.34237),(0.02531, -0.08799, 0.37857),(0.01681, -0.04556, 0.41825),(0.04988, -0.08773, 0.39356),(0.07113, -0.08841, 0.37731),(0.08411, -0.07990, 0.36934),
18.77916,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.06604, -0.05106, 0.34237),(0.02531, -0.08799, 0.37857),(0.01681, -0.04556, 0.41825),(0.04988, -0.08773, 0.39356),(0.07113, -0.08841, 0.37731),(0.08411, -0.07990, 0.36934),
18.79502,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07225, -0.04419, 0.34383),(0.02987, -0.07715, 0.37867),(0.02126, -0.03698, 0.41694),(0.05014, -0.08032, 0.39258),(0.07253, -0.08337, 0.37531),(0.08617, -0.07524, 0.37036),
18.81198,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07542, -0.04113, 0.34321),(0.03310, -0.07360, 0.37836),(0.02442, -0.03338, 0.41613),(0.05292, -0.07675, 0.39217),(0.07549, -0.08023, 0.37441),(0.08911, -0.07214, 0.36971),
18.82801,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07686, -0.04105, 0.34216),(0.03657, -0.07400, 0.37789),(0.02690, -0.03517, 0.41554),(0.05386, -0.07635, 0.39132),(0.07701, -0.08136, 0.37043),(0.09050, -0.07306, 0.36674),
18.84464,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.07844, -0.04129, 0.34123),(0.04047, -0.07464, 0.37742),(0.02820, -0.03668, 0.41448),(0.05555, -0.07576, 0.39303),(0.08048, -0.08187, 0.36839),(0.09378, -0.07266, 0.36475),
18.86247,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08039, -0.04080, 0.34078),(0.04245, -0.07380, 0.37667),(0.03086, -0.03759, 0.41433),(0.05556, -0.07469, 0.39420),(0.08190, -0.08241, 0.36540),(0.09545, -0.07316, 0.36240),
18.87876,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08039, -0.04080, 0.34078),(0.04245, -0.07380, 0.37667),(0.03086, -0.03759, 0.41433),(0.05556, -0.07469, 0.39420),(0.08190, -0.08241, 0.36540),(0.09545, -0.07316, 0.36240),
18.89543,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08308, -0.03977, 0.33958),(0.04706, -0.07322, 0.37642),(0.03455, -0.03909, 0.41348),(0.05778, -0.07322, 0.39574),(0.08578, -0.08192, 0.36155),(0.09926, -0.07225, 0.35926),
18.91172,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08509, -0.03981, 0.33852),(0.04937, -0.07378, 0.37527),(0.03783, -0.04058, 0.41322),(0.05907, -0.07192, 0.39812),(0.08788, -0.08251, 0.36009),(0.10137, -0.07290, 0.35780),
18.92882,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08691, -0.03958, 0.33762),(0.05141, -0.07373, 0.37442),(0.04007, -0.04093, 0.41256),(0.06066, -0.07131, 0.39834),(0.08982, -0.08248, 0.35889),(0.10330, -0.07285, 0.35664),
18.94536,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.08882, -0.03887, 0.33623),(0.05306, -0.07313, 0.37329),(0.04257, -0.04073, 0.41137),(0.06309, -0.06912, 0.39953),(0.09258, -0.08150, 0.35845),(0.10591, -0.07168, 0.35586),
18.96257,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09076, -0.03812, 0.33587),(0.05387, -0.07264, 0.37229),(0.04487, -0.04077, 0.41109),(0.06406, -0.06655, 0.40146),(0.09394, -0.08111, 0.35802),(0.10740, -0.07137, 0.35527),
18.97962,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09076, -0.03812, 0.33587),(0.05387, -0.07264, 0.37229),(0.04487, -0.04077, 0.41109),(0.06406, -0.06655, 0.40146),(0.09394, -0.08111, 0.35802),(0.10740, -0.07137, 0.35527),
18.99552,(NaN, NaN),(0.0, 0.0),,,,,,,,,,,,,,,,,,,(0.09507, -0.03529, 0.33583),(0.05599, -0.06804, 0.37320),(0.05010, -0.03508, 0.41139),(0.06837, -0.06052, 0.40351),(0.09762, -0.07750, 0.35899),(0.11130, -0.06807, 0.35588),
